TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value
TOX-21406,,"2-[cyclopentyl(methyl)amino]ethyl 2-hydroxy-2,2-diphenylacetate",205361,CN(CCOC(=O)C(O)(c1ccccc1)c1ccccc1)C1CCCC1,NYJXQBWDAHRYQB-UHFFFAOYSA-N,185.019889
TOX-21411,,"6-methoxy-3-oxo-1,2-dihydroindene-1-carboxylic acid",205362,COc1ccc2c(c1)C(C(=O)O)CC2=O,RQQOLRQCNYYVOL-UHFFFAOYSA-N,1699.942288
TOX-21415,Dmocp,"3-(8-chloro-2,3-dimethoxyphenothiazin-10-yl)-N,N-dimethylpropan-1-amine",87327,COc1cc2c(cc1OC)N(CCCN(C)C)c1cc(Cl)ccc1S2,BQDFHACIOUBBDF-UHFFFAOYSA-N,149.9901037
TOX-21416,,"1,4-dimethylpiperidine-2,6-dione",205363,CC1CC(=O)N(C)C(=O)C1,SFLAOQVRKXAXBD-UHFFFAOYSA-N,75.00000006
TOX-21417,,"2-(4-benzylpiperazin-1-yl)-1-(3,4,5-trimethoxyphenyl)ethanone",28806,COc1cc(C(=O)CN2CCN(Cc3ccccc3)CC2)cc(OC)c1OC,JWQMEGYQWJZJAO-UHFFFAOYSA-N,250.0156054
TOX-21421,,2-chloro-3-(4-methoxyphenyl)propanenitrile,64830,COc1ccc(CC(Cl)C#N)cc1,SUUIRDVZKPEGOD-UHFFFAOYSA-N,124.99425
TOX-21422,,2-chloro-3-(4-nitrophenyl)propanenitrile,64831,N#CC(Cl)Cc1ccc([N+](=O)[O-])cc1,MZPNWHGZPIHRNC-UHFFFAOYSA-N,100.0000001
TOX-21423,,4-(diethylaminomethyl)-3-methoxyxanthen-9-one,205366,CCN(CC)Cc1c(OC)ccc2c(=O)c3ccccc3oc12,QOWVCERIRVFDDG-UHFFFAOYSA-N,49.07449353
TOX-21424,Mepixanox,3-methoxy-4-(piperidin-1-ylmethyl)xanthen-9-one,65687,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,PYSOHOOUXFWCFF-UHFFFAOYSA-N,70.73024958
TOX-21425,pentane-2-sulfonamide,pentane-2-sulfonamide,205367,CCCC(C)S(N)(=O)=O,RJKFMNAOIIXTBV-UHFFFAOYSA-N,39.99973546
TOX-21427,,4-[(dimethylamino)methyl]-3-methoxyxanthen-9-one,205370,COc1ccc2c(=O)c3ccccc3oc2c1CN(C)C,QVNSEBXRCVOBNX-UHFFFAOYSA-N,11.54671472
TOX-21428,,3-methoxy-4-(morpholin-4-ylmethyl)xanthen-9-one,205374,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCOCC1,AKBOBQFYCLHMTP-UHFFFAOYSA-N,62.90396393
TOX-21435,,1-propylpiperidine,21644,CCCN1CCCCC1,VTDIWMPYBAVEDY-UHFFFAOYSA-N,53.99957555
TOX-21436,,2-piperidin-1-ylethyl dipropan-2-yl phosphate,205380,CC(C)OP(=O)(OCCN1CCCCC1)OC(C)C,IGMOFXNSLOAEAU-UHFFFAOYSA-N,181.9975181
TOX-21437,,dibutyl 2-piperidin-1-ylethyl phosphate,205381,CCCCOP(=O)(OCCCC)OCCN1CCCCC1,VIBDOPJSVIALMP-UHFFFAOYSA-N,217.9945739
TOX-21438,,3-triethylsilylpropane-1-thiol,205382,CC[Si](CC)(CC)CCCS,YNWLIRPOWIGHEQ-UHFFFAOYSA-N,2999.873971
TOX-21439,,3-triethylsilylpropan-1-amine,205383,CC[Si](CC)(CC)CCCN,XJZNCUDTWKPVBJ-UHFFFAOYSA-N,89.99688529
TOX-21440,,2-[dimethyl(phenyl)silyl]ethanamine,28820,C[Si](C)(CCN)c1ccccc1,CEPBGZXCTXEETD-UHFFFAOYSA-N,104.9947306
TOX-21446,,4-(diethylaminodiazenyl)-1H-imidazole-5-carboxamide,205389,CCN(CC)N=Nc1nc[nH]c1C(N)=O,PAJVOAFPMNSQQL-UHFFFAOYSA-N,439.9979073
TOX-21449,,2-(aziridin-1-yl)-1-phenylethanol,28834,OC(CN1CC1)c1ccccc1,LYWIFGDFJLWXHK-UHFFFAOYSA-N,79.99999991
TOX-21450,,diethyl 2-prop-2-ynylpropanedioate,28835,C#CCC(C(=O)OCC)C(=O)OCC,FKXOELIKVUIBLP-UHFFFAOYSA-N,100.001009
TOX-21451,,"16,18-dihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),12,15,17-tetraene-2,8-dione",165628,CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1,MBMQEIFVQACCCH-UHFFFAOYSA-N,5.000486856
TOX-21452,,methyl 4-[2-(diethylamino)ethoxy]-3-[(4-ethoxycarbonylphenyl)carbamoyl]benzoate,205402,CCOC(=O)c1ccc(NC(=O)c2cc(C(=O)OC)ccc2OCCN(CC)CC)cc1,YVPVENAEPKEWTF-UHFFFAOYSA-N,614.9833219
TOX-21453,,"2-(4-methyl-1,3-thiazol-5-yl)ethanamine",205404,Cc1ncsc1CCN,TVAQJFUNSFVSGP-UHFFFAOYSA-N,249.9876957
TOX-21454,,"N,N-diethyl-2-(4-methyl-1,3-thiazol-5-yl)ethanamine",205406,CCN(CC)CCc1scnc1C,GJTHIHYFHBLCNN-UHFFFAOYSA-N,124.9968486
TOX-21455,,"N',N'-diethyl-N-[2-(4-methyl-1,3-thiazol-5-yl)ethyl]propane-1,3-diamine",205408,CCN(CC)CCCNCCc1scnc1C,QECIKFOIYXTAQS-UHFFFAOYSA-N,999.9960842
TOX-21456,,"4-methyl-5-[2-(4-methylpiperazin-1-yl)ethyl]-1,3-thiazole",205410,Cc1ncsc1CCN1CCN(C)CC1,JDAFFLDZKAYDRN-UHFFFAOYSA-N,249.9988909
TOX-21457,,"5-chloro-3-(pyrrolidin-1-ylmethyl)-1,3-benzoxazol-2-one",28839,O=c1oc2ccc(Cl)cc2n1CN1CCCC1,QDIJKTNDTUWSER-UHFFFAOYSA-N,349.9847648
TOX-21458,,"5-chloro-3-(hydroxymethyl)-1,3-benzoxazol-2-one",28840,O=c1oc2ccc(Cl)cc2n1CO,FSCPTWHCVYVMGT-UHFFFAOYSA-N,459.9930862
TOX-21459,,"(5-methyl-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-5-ium-1-yl) propanoate",78172322,CCC(=O)OC1CCC[N+]2(C)CCCCC12,NGMWXACCNGILJY-UHFFFAOYSA-N,82.99633298
TOX-21460,,"(5-methyl-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-5-ium-1-yl) butanoate",78172324,CCCC(=O)OC1CCC[N+]2(C)CCCCC12,LCKBAHYAHRJXKU-UHFFFAOYSA-N,260.992399
TOX-21461,,2-[[3-(4-methoxyphenyl)-3-oxopropyl]amino]-3-methylbutanoic acid,45126383,COc1ccc(C(=O)CCNC(C(=O)O)C(C)C)cc1,PNRNDEADJDBGTH-UHFFFAOYSA-N,261.9943721
TOX-21462,,2-[[3-(4-chlorophenyl)-3-oxopropyl]amino]-3-methylbutanoic acid,78172325,CC(C)C(NCCC(=O)c1ccc(Cl)cc1)C(=O)O,WQXBHHSVPBJXRQ-UHFFFAOYSA-N,309.9945376
TOX-21465,,"2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl 2-methylpropanoate",205422,CC(C)C(=O)OC1CCCN2CCCCC12,AKINKDOLVIOTCB-UHFFFAOYSA-N,891.9920829
TOX-21466,,"2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl N,N-dimethylcarbamate",205424,CN(C)C(=O)OC1CCCN2CCCCC12,NFSZPJGPUHTXGG-UHFFFAOYSA-N,327.9999998
TOX-21467,,"(5-methyl-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-5-ium-1-yl) acetate",13129619,CC(=O)OC1CCC[N+]2(C)CCCCC12,GDNQMPXHXUHDDP-UHFFFAOYSA-N,119.6728678
TOX-21468,,"(5-methyl-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-5-ium-1-yl) pentanoate",53463920,CCCCC(=O)OC1CCC[N+]2(C)CCCCC12,IOINLADWFQAJED-UHFFFAOYSA-N,177.9972011
TOX-21469,,"(5-methyl-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-5-ium-1-yl) heptanoate",53463925,CCCCCCC(=O)OC1CCC[N+]2(C)CCCCC12,DQIDTLJYCZQJDW-UHFFFAOYSA-N,120.9794368
TOX-21470,,"(5-methyl-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-5-ium-1-yl) 2-methylpropanoate",205432,CC(C)C(=O)OC1CCC[N+]2(C)CCCCC12,JRLKGJBLGSAJCX-UHFFFAOYSA-N,82.99758281
TOX-21471,,"2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl acetate",205504,CC(=O)OC1CCCN2CCCCC12,SFWPKDUYUYNXQS-UHFFFAOYSA-N,562.3062822
TOX-21472,,2-(3-chloropropyl)pyridine,179113,ClCCCc1ccccn1,JSOHEMPXGOUNET-UHFFFAOYSA-N,249.9871486
TOX-21473,,3-(3-chloropropyl)pyridine,205440,ClCCCc1cccnc1,QRMAZKNPBZDWDH-UHFFFAOYSA-N,299.9845783
TOX-21474,,4-(3-chloropropyl)pyridine,205442,ClCCCc1ccncc1,AUGHIHYKUVKATF-UHFFFAOYSA-N,174.991004
TOX-21475,,2-(2-chloroethyl)-6-methylpyridine,205444,Cc1cccc(CCCl)n1,DJNUMOPQYZVKEU-UHFFFAOYSA-N,849.9563053
TOX-21493,,"(7-chloro-2-oxo-5-phenyl-1,3-dihydro-1,4-benzodiazepin-3-yl) 3,4,5-trimethoxybenzoate",28867,COc1cc(C(=O)OC2N=C(c3ccccc3)c3cc(Cl)ccc3NC2=O)cc(OC)c1OC,KKBASWQAOUMPNG-UHFFFAOYSA-N,2499.979204
TOX-21494,,"(7-chloro-2-methylimino-5-phenyl-1,3-dihydro-1,4-benzodiazepin-3-yl) 3,4,5-trimethoxybenzoate",135502792,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1OC(=O)c1cc(OC)c(OC)c(OC)c1,SWMWJOLPVCXUHB-UHFFFAOYSA-N,2799.733573
TOX-21502,,"2,6-dimethyl-2-phenyl-1,3,6,2-dioxazasilocane",205460,CN1CCO[Si](C)(c2ccccc2)OCC1,RZJIXEKPJAJIEO-UHFFFAOYSA-N,999.9789357
TOX-21503,,3-[ethyl(diphenyl)silyl]propan-1-amine,205461,CC[Si](CCCN)(c1ccccc1)c1ccccc1,JGDYBPWSOIOIKW-UHFFFAOYSA-N,119.9982188
TOX-21508,,"9,10-dimethoxy-3-(2-methylpropyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizine-2-thione",205464,COc1cc2c(cc1OC)C1CC(=S)C(CC(C)C)CN1CC2,NLHRDBWYJRBLFQ-UHFFFAOYSA-N,500.004498
TOX-21509,,"N,N-diethyl-9,10-dimethoxy-2-sulfanylidene-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizine-3-carboxamide",205466,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1=S,STMBFXPMZJCEEG-UHFFFAOYSA-N,499.9707847
TOX-21510,,"N,N-diethyl-9,10-dimethoxy-2,2-bis(methylsulfanyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizine-3-carboxamide",205468,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1(SC)SC,VPPVOYIZAWLIEW-UHFFFAOYSA-N,200.0186931
TOX-21511,,"6,7-diethyl-9,10-dimethoxy-3-(2-methylpropyl)-7a,11a-bis(sulfanyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one",205470,CCC1C(CC)C2(S)C=C(OC)C(OC)=CC2(S)C2CC(=O)C(CC(C)C)CN12,AGUDVMMCPFWQOM-UHFFFAOYSA-N,500.0147831
TOX-21512,,"N,N-diethyl-2,2-bis(ethylsulfanyl)-9,10-dimethoxy-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizine-3-carboxamide",205472,CCSC1(SCC)CC2c3cc(OC)c(OC)cc3CCN2CC1C(=O)N(CC)CC,VMRZMIIXLDRPDT-UHFFFAOYSA-N,299.9916439
TOX-21513,,"6,7-dibutyl-9,10-dimethoxy-3-(2-methylpropyl)-7a,11a-bis(sulfanyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one",205474,CCCCC1C(CCCC)C2(S)C=C(OC)C(OC)=CC2(S)C2CC(=O)C(CC(C)C)CN12,MWSYJVHRGARHHU-UHFFFAOYSA-N,500.0050428
TOX-21514,,"9,10-dimethoxy-3-(2-methylpropyl)-6,7-bis(prop-2-enyl)-7a,11a-bis(sulfanyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one",205476,C=CCC1C(CC=C)C2(S)C=C(OC)C(OC)=CC2(S)C2CC(=O)C(CC(C)C)CN12,JARNUHJTHSIVFU-UHFFFAOYSA-N,499.9902953
TOX-21515,,"6,7-bis(2-hydroxyethyl)-9,10-dimethoxy-3-(2-methylpropyl)-7a,11a-bis(sulfanyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one",205478,COC1=CC2(S)C(CCO)C(CCO)N3CC(CC(C)C)C(=O)CC3C2(S)C=C1OC,OYFVDIFNKKTCLQ-UHFFFAOYSA-N,500.0159007
TOX-21517,,3-(azepan-1-yl)-1-(4-ethoxyphenyl)propan-1-one,205492,CCOc1ccc(C(=O)CCN2CCCCCC2)cc1,VAFZAQNRXMHCPL-UHFFFAOYSA-N,175.0050838
TOX-21518,,3-(dimethylamino)propanenitrile,15615,CN(C)CCC#N,MTPJEFOSTIKRSS-UHFFFAOYSA-N,2000.020379
TOX-21519,,3-tripropylsilylpropan-1-amine,205494,CCC[Si](CCC)(CCC)CCCN,PKFRGTZCJGGYHN-UHFFFAOYSA-N,74.99756333
TOX-21524,,"4-hexyl-6-[(2-hydroxyphenyl)diazenyl]benzene-1,3-diol",205498,CCCCCCc1cc(N=Nc2ccccc2O)c(O)cc1O,LCMDBNVUHADNKJ-UHFFFAOYSA-N,1000.047712
TOX-21525,,4-hexyl-2-[(2-hydroxyanilino)methyl]phenol,28884,CCCCCCc1ccc(O)c(CNc2ccccc2O)c1,OQCNEJQPPSJHSO-UHFFFAOYSA-N,149.9929864
TOX-21527,,N-benzhydryloxy-1-pyridin-4-ylmethanimine,205500,C(=NOC(c1ccccc1)c1ccccc1)c1ccncc1,XJQXKYPKERMEBU-UHFFFAOYSA-N,649.8872899
TOX-21528,,[amino(phenyl)methyl]phosphonic acid,98449,NC(c1ccccc1)P(=O)(O)O,ZKFNOUUKULVDOB-UHFFFAOYSA-N,999.9732802
TOX-21536,,"2-amino-1-(3,4,5-trimethoxyphenyl)ethanol",28894,COc1cc(C(O)CN)cc(OC)c1OC,BHURFCFBOPXSCN-UHFFFAOYSA-N,439.9999999
TOX-21537,,4-(2-piperidin-1-ylethyl)quinoline,205502,c1ccc2c(CCN3CCCCC3)ccnc2c1,CAVGJYUQAUULQY-UHFFFAOYSA-N,74.99687956
TOX-21538,,"1-[6-[5-(1-acetyloxyethyl)-1,6-dihydroxy-6-methyl-8,9,10-trioxo-5,7-dihydroanthracen-2-yl]-2,5-dihydroxy-2-methyl-4,9,10-trioxo-1,3-dihydroanthracen-1-yl]ethyl acetate",429117,CC(=O)OC(C)C1C2=C(C(=O)CC1(C)O)C(=O)c1c(ccc(-c3ccc4c(c3O)C(=O)C3=C(C4=O)C(C(C)OC(C)=O)C(C)(O)CC3=O)c1O)C2=O,JGYMCVKOAWXEOB-UHFFFAOYSA-N,70.00235072
TOX-21540,,"11-(1-adamantyl)-10,12-dihydro-5H-benzo[d][2]benzazocine",64175,c1ccc2c(c1)Cc1ccccc1CN(C13CC4CC(CC(C4)C1)C3)C2,CCFPDWPNHCCJCO-UHFFFAOYSA-N,1599.934791
TOX-21541,,"11-benzyl-10,12-dihydro-5H-benzo[d][2]benzazocine",205505,c1ccc(CN2Cc3ccccc3Cc3ccccc3C2)cc1,UUJDLOYOKTYJLS-UHFFFAOYSA-N,1599.909157
TOX-21542,,"11-butyl-10,12-dihydro-5H-benzo[d][2]benzazocine",205507,CCCCN1Cc2ccccc2Cc2ccccc2C1,SIDWRIPTGJTGBE-UHFFFAOYSA-N,99.99999989
TOX-21543,,"2-(10,12-dihydro-5H-benzo[d][2]benzazocin-11-yl)ethanol",205509,OCCN1Cc2ccccc2Cc2ccccc2C1,ODLIAGVIBYFYDL-UHFFFAOYSA-N,519.9897372
TOX-21544,,"3-(10,12-dihydro-5H-benzo[d][2]benzazocin-11-yl)propan-1-ol",205511,OCCCN1Cc2ccccc2Cc2ccccc2C1,HSASOBHPNIPKLV-UHFFFAOYSA-N,280.0293227
TOX-21545,,"11-(2-chloroethyl)-10,12-dihydro-5H-benzo[d][2]benzazocine",205513,ClCCN1Cc2ccccc2Cc2ccccc2C1,SGZCXVJXLNSVPD-UHFFFAOYSA-N,39.00129139
TOX-21546,,"11-[(4-tert-butylphenyl)methyl]-10,12-dihydro-5H-benzo[d][2]benzazocine",205514,CC(C)(C)c1ccc(CN2Cc3ccccc3Cc3ccccc3C2)cc1,TVWDSTOLKBSQGQ-UHFFFAOYSA-N,399.9718724
TOX-21547,,"11-propyl-10,12-dihydro-5H-benzo[d][2]benzazocine",205516,CCCN1Cc2ccccc2Cc2ccccc2C1,YURKRWZPUSFCKY-UHFFFAOYSA-N,251.0269598
TOX-21548,,"11-prop-2-enyl-10,12-dihydro-5H-benzo[d][2]benzazocine",205518,C=CCN1Cc2ccccc2Cc2ccccc2C1,VPUMUQABHHZXLE-UHFFFAOYSA-N,644.8525603
TOX-21549,,2-carbamimidoylsulfanylethyl(trimethyl)azanium,28899,C[N+](C)(C)CCSC(=N)N,LTMVFDFUNHZVCZ-UHFFFAOYSA-N,44.99944537
TOX-21552,,1-methyl-4-propan-2-ylpyridin-1-ium,205520,CC(C)c1cc[n+](C)cc1,CMXBQIXDSZWXAJ-UHFFFAOYSA-N,172.98984
TOX-21553,,2-trimethylsilylethanethiol,205521,C[Si](C)(C)CCS,BCOLNMGFOWHFNI-UHFFFAOYSA-N,2500.000003
TOX-21555,,"2-(dimethylamino)ethyl N,N'-dimethylcarbamimidothioate",205526,CN=C(NC)SCCN(C)C,WRPJJYCUHPKEHF-UHFFFAOYSA-N,249.9985738
TOX-21558,,triethyl(tetradecyl)azanium,28911,CCCCCCCCCCCCCC[N+](CC)(CC)CC,JXCCIZBMTUFJKN-UHFFFAOYSA-N,8.450594319
TOX-21574,,2-hydroxydodecyl-dimethyl-(2-methylprop-2-enoylamino)azanium,205534,C=C(C)C(=O)N[N+](C)(C)CC(O)CCCCCCCCCC,JUDSVBYPNYAZJX-UHFFFAOYSA-O,321.9938376
TOX-21575,,"5-acetyl-4-hydroxy-8,8-dimethyl-7,16-diazapentacyclo[9.6.1.02,9.03,7.015,18]octadeca-1(17),4,11(18),12,14-pentaen-6-one",54675761,CC(=O)C1=C(O)C2C3c4c[nH]c5cccc(c45)CC3C(C)(C)N2C1=O,SZINUGQCTHLQAZ-UHFFFAOYSA-N,13.0003478
TOX-21576,,"methyl 11-acetyloxy-12-ethyl-4-(17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl)-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",205535,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)NC3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,OBEIXXHHUOSBLA-UHFFFAOYSA-N,84.9933873
TOX-21577,Pipoxolan,"5,5-diphenyl-2-(2-piperidin-1-ylethyl)-1,3-dioxolan-4-one",28932,O=C1OC(CCN2CCCCC2)OC1(c1ccccc1)c1ccccc1,DXSUDONPFZKWOO-UHFFFAOYSA-N,129.9829847
TOX-21578,,"methyl 2-amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoate",13589970,COC(=O)C(C)(N)Cc1ccc(O)c(O)c1,MKFJJXIMFTXSEM-UHFFFAOYSA-N,1749.968925
TOX-21584,,dodecyl(triethyl)azanium,28940,CCCCCCCCCCCC[N+](CC)(CC)CC,DGJUONISEWDPFO-UHFFFAOYSA-N,8.379225581
TOX-21585,,3-trimethylsilylpropan-1-amine,87498,C[Si](C)(C)CCCN,PFRLCKFENIXNMM-UHFFFAOYSA-N,154.9940974
TOX-21587,,"N-[4-(methylamino)-5-oxocyclohepta-1,3,6-trien-1-yl]acetamide",28942,CNc1ccc(NC(C)=O)ccc1=O,RFMKTEVOKJTKOQ-UHFFFAOYSA-N,199.9916759
TOX-21588,,"N-[4-(ethylamino)-5-oxocyclohepta-1,3,6-trien-1-yl]acetamide",28943,CCNc1ccc(NC(C)=O)ccc1=O,CGNFYFSTYGBHJM-UHFFFAOYSA-N,419.9898183
TOX-21589,,"N-[4-(diethylamino)-5-oxocyclohepta-1,3,6-trien-1-yl]acetamide",205560,CCN(CC)c1ccc(NC(C)=O)ccc1=O,GXAPLUKSBBLYHI-UHFFFAOYSA-N,299.9884765
TOX-21590,,"N-(4-anilino-5-oxocyclohepta-1,3,6-trien-1-yl)acetamide",205562,CC(=O)Nc1ccc(Nc2ccccc2)c(=O)cc1,UXWNCONWVYWLFD-UHFFFAOYSA-N,799.9716856
TOX-21591,,"2-(diethylamino)-N-[4-[[2-(diethylamino)acetyl]amino]-5-oxocyclohepta-1,3,6-trien-1-yl]acetamide",28944,CCN(CC)CC(=O)Nc1ccc(NC(=O)CN(CC)CC)c(=O)cc1,VAAJQRJXWITFFJ-UHFFFAOYSA-N,350.0251053
TOX-21592,,"2-morpholin-4-yl-N-[4-[(2-morpholin-4-ylacetyl)amino]-5-oxocyclohepta-1,3,6-trien-1-yl]acetamide",205563,O=C(CN1CCOCC1)Nc1ccc(NC(=O)CN2CCOCC2)c(=O)cc1,YSWVIUVLAUXZCY-UHFFFAOYSA-N,899.9077956
TOX-21593,,"2-(diethylamino)-N-(4-hydroxy-5-oxocyclohepta-1,3,6-trien-1-yl)acetamide",205565,CCN(CC)CC(=O)Nc1ccc(O)c(=O)cc1,NYBMJGPTLQGSKJ-UHFFFAOYSA-N,419.986576
TOX-21594,,"N-(4-hydroxy-5-oxocyclohepta-1,3,6-trien-1-yl)-2-morpholin-4-ylacetamide",205567,O=C(CN1CCOCC1)Nc1ccc(O)c(=O)cc1,YSHANELAQONFHY-UHFFFAOYSA-N,749.9971622
TOX-21595,,"N-(4-hydroxy-5-oxocyclohepta-1,3,6-trien-1-yl)-2-piperidin-1-ylacetamide",205569,O=C(CN1CCCCC1)Nc1ccc(O)c(=O)cc1,MIBQQMDEOKNXSM-UHFFFAOYSA-N,449.9845602
TOX-21596,,"2-piperidin-1-ylethyl 3-[(7-oxocyclohepta-1,3,5-trien-1-yl)amino]propanoate",28946,O=C(CCNc1cccccc1=O)OCCN1CCCCC1,PDMFWWAUKAULTL-UHFFFAOYSA-N,350.0114986
TOX-21597,,"ethyl N-(7-oxocyclohepta-1,3,5-trien-1-yl)carbamate",28947,CCOC(=O)Nc1cccccc1=O,ZDMKAROHCJCELW-UHFFFAOYSA-N,99.99896478
TOX-21598,,"3,4,5-trimethoxy-N-(7-oxocyclohepta-1,3,5-trien-1-yl)benzamide",205570,COc1cc(C(=O)Nc2cccccc2=O)cc(OC)c1OC,HZSQZWNHTZCPLK-UHFFFAOYSA-N,749.9881075
TOX-21599,,"2-(7-oxocyclohepta-1,3,5-trien-1-yl)isoindole-1,3-dione",205571,O=C1c2ccccc2C(=O)N1c1cccccc1=O,FVMFBHBLHLONRP-UHFFFAOYSA-N,349.9986069
TOX-21600,,"2-[2-(diethylamino)ethylamino]cyclohepta-2,4,6-trien-1-one",28949,CCN(CC)CCNc1cccccc1=O,XHZZHMCFKIQWRX-UHFFFAOYSA-N,149.995915
TOX-21601,,"2-[2-[di(propan-2-yl)amino]ethylamino]cyclohepta-2,4,6-trien-1-one",28951,CC(C)N(CCNc1cccccc1=O)C(C)C,NWTYAHCVCSPDBW-UHFFFAOYSA-N,199.9919473
TOX-21602,,"2-(2-morpholin-4-ylethylamino)cyclohepta-2,4,6-trien-1-one",28953,O=c1cccccc1NCCN1CCOCC1,COUFVEYAHIOEMB-UHFFFAOYSA-N,99.99615876
TOX-21603,,"2-(2-piperidin-1-ylethylamino)cyclohepta-2,4,6-trien-1-one",28955,O=c1cccccc1NCCN1CCCCC1,KSWLXSBRQOSWJN-UHFFFAOYSA-N,299.9909609
TOX-21604,,"2-[3-(dimethylamino)propylamino]cyclohepta-2,4,6-trien-1-one",28957,CN(C)CCCNc1cccccc1=O,AESNJAUYRGTYAL-UHFFFAOYSA-N,159.9930195
TOX-21605,,"N-[4-(2-morpholin-4-ylethylamino)-5-oxocyclohepta-1,3,6-trien-1-yl]acetamide",28958,CC(=O)Nc1ccc(NCCN2CCOCC2)c(=O)cc1,GHBHPRNDCVLMOU-UHFFFAOYSA-N,199.9993137
TOX-21606,,"11-(3,7-dimethylocta-2,6-dienyl)-10,12-dihydro-5H-benzo[d][2]benzazocine",205572,CC(C)=CCCC(C)=CCN1Cc2ccccc2Cc2ccccc2C1,GWMLIYHWZMOEJW-UHFFFAOYSA-N,269.9765578
TOX-21607,,2-phenoxyethyl pyridine-3-carboxylate,205574,O=C(OCCOc1ccccc1)c1cccnc1,UUKRLHOSQNZWEN-UHFFFAOYSA-N,714.9941219
TOX-21608,,4-(4-chlorophenyl)thiadiazole,205575,Clc1ccc(-c2csnn2)cc1,VNVRALRGBSCEPK-UHFFFAOYSA-N,389.9960342
TOX-21610,,3-(3-amino-1-adamantyl)adamantan-1-amine,28966,NC12CC3CC(C1)CC(C14CC5CC(CC(N)(C5)C1)C4)(C3)C2,SOKRCBPOBAYQBS-UHFFFAOYSA-N,74.00246264
TOX-21611,,N-methyl-3-[3-(methylamino)-1-adamantyl]adamantan-1-amine,28967,CNC12CC3CC(C1)CC(C14CC5CC(CC(NC)(C5)C1)C4)(C3)C2,RFZPLLLYXVWISV-UHFFFAOYSA-N,47.99357163
TOX-21612,,N-[3-(3-benzamido-1-adamantyl)-1-adamantyl]benzamide,205576,O=C(NC12CC3CC(C1)CC(C14CC5CC(CC(NC(=O)c6ccccc6)(C5)C1)C4)(C3)C2)c1ccccc1,CLUZPVYSIONJGB-UHFFFAOYSA-N,699.9917437
TOX-21613,,4-hexyl-2-[2-(2-hydroxyphenyl)ethenyl]phenol,205577,CCCCCCc1ccc(O)c(C=Cc2ccccc2O)c1,WFQYFNUMTUOTGC-UHFFFAOYSA-N,149.9949396
TOX-21616,Baldrinal,(7-formylcyclopenta[c]pyran-4-yl)methyl acetate,159846,CC(=O)OCc1cocc2c(C=O)ccc1-2,QIUOVIRIFZOCLL-UHFFFAOYSA-N,464.9829519
TOX-21626,,2-triethylsilylethanethiol,205579,CC[Si](CC)(CC)CCS,XVSXBTQOJJXXGF-UHFFFAOYSA-N,2659.984922
TOX-21627,,3-(1H-indol-3-yl)propan-1-amine,28989,NCCCc1c[nH]c2ccccc12,OOIAXMPVZJKJHK-UHFFFAOYSA-N,234.9905596
TOX-21628,,4-(1H-indol-3-yl)butan-1-amine,28991,NCCCCc1c[nH]c2ccccc12,GZQBGZWAALHNBW-UHFFFAOYSA-N,221.9952835
TOX-21631,,"bis(2,2,2-trichloroethoxy)phosphorylbenzene",205583,O=P(OCC(Cl)(Cl)Cl)(OCC(Cl)(Cl)Cl)c1ccccc1,XOYBZBPRFHXGFZ-UHFFFAOYSA-N,1380.09509
